reziser,jmeno,name,rok,zanr,zeme,autor,csfd,imdb,odkaz,link,rozdil
"Bergman, Ingmar",Sny en,Kvinnodröm ,1955,Drama,Švédsko,Ingmar Bergman,7.6,7,www.csfd.cz/film/705-sny-zen/,www.imdb.com/title/tt0048272/,0.6
"Bergman, Ingmar",Úsmìvy letní noci,Sommarnattens leende ,1955,Komedie/Romantickı,Švédsko,Ingmar Bergman,7.7,7.8,www.csfd.cz/film/729-usmevy-letni-noci/,www.imdb.com/title/tt0048641/,-0.0999999999999996
"Bergman, Ingmar",Lesní jahody,Smultronstället ,1957,Drama,Švédsko,Ingmar Bergman,8.5,8.3,www.csfd.cz/film/726-lesni-jahody/,www.imdb.com/title/tt0050986/,0.199999999999999
"Bergman, Ingmar",Sedmá peèe,"Sjunde inseglet, Det ",1957,Drama/Fantasy,Švédsko,Ingmar Bergman,8.5,8.3,www.csfd.cz/film/723-sedma-pecet/,www.imdb.com/title/tt0050976/,0.199999999999999
"Bergman, Ingmar",Ne se rozední,Nära livet ,1958,Drama,Švédsko,Ingmar Bergman,8.2,7.1,www.csfd.cz/film/713-nez-se-rozedni/,www.imdb.com/title/tt0052017/,1.1
"Bergman, Ingmar",Tváø,Ansiktet ,1958,Drama,Švédsko,Ingmar Bergman,8.2,7.6,www.csfd.cz/film/683-tvar/,www.imdb.com/title/tt0051365/,0.6
"Bergman, Ingmar",Ïáblovo oko,Djävulens öga ,1960,Komedie/Drama/Fantasy,Švédsko,Ingmar Bergman,7.6,7,www.csfd.cz/film/688-dablovo-oko/,www.imdb.com/title/tt0053772/,0.6
"Bergman, Ingmar",Pramen panny,Jungfrukällan ,1960,Drama/Krimi,Švédsko,Ingmar Bergman,8.6,8,www.csfd.cz/film/702-pramen-panny/,www.imdb.com/title/tt0053976/,0.6
"Bergman, Ingmar",Jako v zrcadle,Sasom i en spegel ,1961,Drama,Švédsko,Ingmar Bergman,8.4,7.9,www.csfd.cz/film/732-jako-v-zrcadle/,www.imdb.com/title/tt0055499/,0.5
"Bergman, Ingmar",Hosté Veèeøe Pánì,Nattvardsgästerna ,1963,Drama,Švédsko,Ingmar Bergman,8.7,7.9,www.csfd.cz/film/712-hoste-vecere-pane/,www.imdb.com/title/tt0057358/,0.799999999999999
"Bergman, Ingmar",Mlèení,Tystnaden ,1963,Drama,Švédsko,Ingmar Bergman,8.4,7.9,www.csfd.cz/film/736-mlceni/,www.imdb.com/title/tt0057611/,0.5
"Bergman, Ingmar",A co všechny ty eny,För att inte tala om alla dessa kvinnor ,1964,Komedie,Švédsko,Ingmar Bergman,6.5,5.6,www.csfd.cz/film/696-a-co-vsechny-ty-zeny/,www.imdb.com/title/tt0058124/,0.9
"Bergman, Ingmar",Persona,Persona ,1966,Drama,Švédsko,Ingmar Bergman,8.4,8.1,www.csfd.cz/film/716-persona/,www.imdb.com/title/tt0060827/,0.300000000000001
"Bergman, Ingmar",Hanba,Skammen ,1968,Drama/Váleènı,Švédsko,Ingmar Bergman,8.5,7.9,www.csfd.cz/film/724-hanba/,www.imdb.com/title/tt0063611/,0.6
"Bergman, Ingmar",Hodina vlkù,Vargtimmen ,1968,Drama/Horor,Švédsko,Ingmar Bergman,7.9,7.6,www.csfd.cz/film/738-hodina-vlku/,www.imdb.com/title/tt0063759/,0.300000000000001
"Bergman, Ingmar",Náruivost,"Passion, En ",1969,Drama,Švédsko,Ingmar Bergman,8,7.6,www.csfd.cz/film/715-naruzivost/,www.imdb.com/title/tt0064793/,0.4
"Bergman, Ingmar",Dotek,Beröringen ,1971,Drama,"Švédsko, USA",Ingmar Bergman,7.8,6.2,www.csfd.cz/film/685-dotek/,www.imdb.com/title/tt0066826/,1.6
"Bergman, Ingmar",Šepoty a vıkøiky,Viskningar och rop ,1972,Drama,Švédsko,Ingmar Bergman,8.3,7.9,www.csfd.cz/film/740-sepoty-a-vykriky/,www.imdb.com/title/tt0069467/,0.4
"Bergman, Ingmar",Scény z manelského ivota,Scener ur ett äktenskap ,1973,Drama,Švédsko,Ingmar Bergman,8.6,8.2,www.csfd.cz/film/719-sceny-z-manzelskeho-zivota/,www.imdb.com/title/tt0070644/,0.4
"Bergman, Ingmar",Kouzelná flétna,Trollflöjten ,1974,Muzikál/Romantickı/Fantasy,Švédsko,Ingmar Bergman,7.5,7.5,www.csfd.cz/film/734-kouzelna-fletna/,www.imdb.com/title/tt0073822/,0
"Bergman, Ingmar",Tváøí v tváø,Ansikte mot ansikte ,1976,Drama/Fantasy,Švédsko,Ingmar Bergman,8.1,7.5,www.csfd.cz/film/682-tvari-v-tvar/,www.imdb.com/title/tt0074147/,0.6
"Bergman, Ingmar",Hadí vejce,"Serpent's Egg, The ",1977,Drama,"USA, Západní Nìmecko",Ingmar Bergman,7.6,6.6,www.csfd.cz/film/721-hadi-vejce/,www.imdb.com/title/tt0076686/,1
"Bergman, Ingmar",Podzimní sonáta,Höstsonaten ,1978,Drama/Hudební,"Švédsko, Západní Nìmecko, Francie",Ingmar Bergman,8.5,8,www.csfd.cz/film/701-podzimni-sonata/,www.imdb.com/title/tt0077711/,0.5
"Bergman, Ingmar",Fanny a Alexandr,Fanny och Alexander ,1982,Drama/Mysteriózní/Fantasy,"Švédsko, Francie, Západní Nìmecko",Ingmar Bergman,8.5,8.1,www.csfd.cz/film/692-fanny-a-alexandr/,www.imdb.com/title/tt0083922/,0.4
"Fincher, David",Vetøelec 3,Alien 3 ,1992,Akèní/Horor/Sci-Fi/Thriller,USA,David Fincher,7.4,6.4,www.csfd.cz/film/2665-vetrelec/,www.imdb.com/title/tt0103644/,1
"Fincher, David",Sedm,Se7en ,1995,Krimi/Mysteriózní/Thriller,USA,David Fincher,9.2,8.7,www.csfd.cz/film/2671-sedm/,www.imdb.com/title/tt0114369/,0.5
"Fincher, David",Hra,"Game, The ",1997,Mysteriózní/Thriller/Krimi/Drama,USA,David Fincher,8.6,7.7,www.csfd.cz/film/2668-hra/,www.imdb.com/title/tt0119174/,0.899999999999999
"Fincher, David",Klub rváèù,Fight Club ,1999,Drama/Thriller,"USA, Nìmecko",David Fincher,8.8,8.9,www.csfd.cz/film/2667-klub-rvacu/,www.imdb.com/title/tt0137523/,-0.0999999999999996
"Fincher, David",Úkryt,Panic Room ,2002,Thriller/Krimi,USA,David Fincher,7.7,6.8,www.csfd.cz/film/2670-ukryt/,www.imdb.com/title/tt0258000/,0.9
"Fincher, David",Zodiac,Zodiac ,2007,Krimi/Thriller/Drama/Mysteriózní,USA,David Fincher,8,7.7,www.csfd.cz/film/221713-zodiac/,www.imdb.com/title/tt0443706/,0.3
"Fincher, David",Podivuhodnı pøípad Benjamina Buttona,"Curious Case of Benjamin Button, The ",2008,Drama/Mysteriózní/Fantasy/Romantickı,USA,David Fincher,8.4,7.8,www.csfd.cz/film/221714-podivuhodny-pripad-benjamina-buttona/,www.imdb.com/title/tt0421715/,0.600000000000001
"Fincher, David",The Social Network,"Social Network, The ",2010,Drama/ivotopisnı,USA,David Fincher,8.1,7.9,www.csfd.cz/film/262711-the-social-network/,www.imdb.com/title/tt1285016/,0.199999999999999
"Fincher, David","Mui, kteøí nenávidí eny","Girl with the Dragon Tattoo, The ",2011,Krimi/Drama/Mysteriózní/Thriller,"USA, Švédsko, Velká Británie, Nìmecko",David Fincher,8,7.9,www.csfd.cz/film/279569-muzi-kteri-nenavidi-zeny/,www.imdb.com/title/tt1568346/,0.0999999999999996
"Lynch, David",Mazací hlava,Eraserhead ,1977,Fantasy/Drama/Horor,USA,David Lynch,7.2,7.3,www.csfd.cz/film/6252-mazaci-hlava/,www.imdb.com/title/tt0074486/,-0.0999999999999996
"Lynch, David",Sloní mu,"Elephant Man, The ",1980,Drama/ivotopisnı,USA,David Lynch,8.7,8.3,www.csfd.cz/film/6251-sloni-muz/,www.imdb.com/title/tt0080678/,0.399999999999999
"Lynch, David",Duna,Dune ,1984,Akèní/Dobrodrunı/Sci-Fi/Fantasy,USA,David Lynch,7.2,6.5,www.csfd.cz/film/6250-duna/,www.imdb.com/title/tt0087182/,0.7
"Lynch, David",Modrı samet,Blue Velvet ,1986,Krimi/Drama/Mysteriózní/Thriller,USA,David Lynch,8.4,7.8,www.csfd.cz/film/6247-modry-samet/,www.imdb.com/title/tt0090756/,0.600000000000001
"Lynch, David",Zbìsilost v srdci,Wild at Heart ,1990,Krimi/Thriller/Romantickı/Road movie,USA,David Lynch,8,7.2,www.csfd.cz/film/6261-zbesilost-v-srdci/,www.imdb.com/title/tt0100935/,0.8
"Lynch, David",Twin Peaks,Twin Peaks: Fire Walk with Me ,1992,Drama/Horor/Thriller/Mysteriózní,"USA, Francie",David Lynch,8,7,www.csfd.cz/film/6260-twin-peaks/,www.imdb.com/title/tt0105665/,1
"Lynch, David",Lost Highway,Lost Highway ,1997,Drama/Mysteriózní/Thriller/Krimi,"Francie, USA",David Lynch,8.3,7.6,www.csfd.cz/film/6255-lost-highway/,www.imdb.com/title/tt0116922/,0.700000000000001
"Lynch, David",Pøíbìh Alvina Straighta,"Straight Story, The ",1999,Drama/ivotopisnı/Dobrodrunı/Road movie,"Francie, Velká Británie, USA",David Lynch,8.4,8,www.csfd.cz/film/6258-pribeh-alvina-straighta/,www.imdb.com/title/tt0166896/,0.4
"Lynch, David",Mulholland Drive,Mulholland Dr. ,2001,Drama/Thriller/Mysteriózní/Romantickı,"Francie, USA",David Lynch,8.3,7.9,www.csfd.cz/film/6256-mulholland-drive/,www.imdb.com/title/tt0166924/,0.4
"Keaton, Buster","Frigo, obì krevní msty",Our Hospitality ,1923,Komedie/Rodinnı,USA,"Buster Keaton, John G. Blystone",8.3,7.9,www.csfd.cz/film/5122-frigo-obet-krevni-msty/,www.imdb.com/title/tt0014341/,0.4
"Keaton, Buster",Láska kvete v kadém vìku,"Three Ages, The ",1923,Komedie,USA,"Buster Keaton, Edward F. Cline",8.2,7.1,www.csfd.cz/film/5130-laska-kvete-v-kazdem-veku/,www.imdb.com/title/tt0014538/,1.1
"Keaton, Buster",Go West ,Go West ,1925,Komedie/Western,USA,Buster Keaton,7.5,7.2,www.csfd.cz/film/5105-go-west/,www.imdb.com/title/tt0015863/,0.3
"Keaton, Buster",Frigo na mašinì,"General, The ",1926,Komedie/Romantickı/Dobrodrunı/Váleènı/Akèní,USA,"Buster Keaton, Clyde Bruckman",8.5,8.3,www.csfd.cz/film/5104-frigo-na-masine/,www.imdb.com/title/tt0017925/,0.199999999999999
"Keaton, Buster",Frigovy cesty ke kráse a síle,Battling Butler ,1926,Komedie,USA,Buster Keaton,6.9,7.1,www.csfd.cz/film/5096-frigovy-cesty-ke-krase-a-sile/,www.imdb.com/title/tt0016630/,-0.199999999999999
"Keaton, Buster",College ,College ,1927,Komedie,USA,"James W. Horne, Buster Keaton",6.6,7.1,www.csfd.cz/film/24747-college/,www.imdb.com/title/tt0017765/,-0.5
"Keaton, Buster",Kameraman,"Cameraman, The ",1928,Komedie/Romantickı/Rodinnı/Drama,USA,"Buster Keaton, Edward Sedgwick",8.4,8,www.csfd.cz/film/24744-kameraman/,www.imdb.com/title/tt0018742/,0.4
"Keaton, Buster",Plavèík na sladké vodì,"Steamboat Bill, Jr. ",1928,Komedie/Romantickı/Rodinnı,USA,"Charles Reisner, Buster Keaton",7.9,7.9,www.csfd.cz/film/24804-plavcik-na-sladke-vode/,www.imdb.com/title/tt0019421/,0
"Keaton, Buster",Spite Marriage ,Spite Marriage ,1929,Komedie,USA,"Edward Sedgwick, Buster Keaton",7.3,7.1,www.csfd.cz/film/24802-spite-marriage/,www.imdb.com/title/tt0020442/,0.2
"Parker, Alan",Bugsy Malone,Bugsy Malone ,1976,Muzikál/Rodinnı/Komedie/Krimi,Velká Británie,Alan Parker,7.6,6.5,www.csfd.cz/film/7112-bugsy-malone/,www.imdb.com/title/tt0074256/,1.1
"Parker, Alan",Pùlnoèní expres,Midnight Express ,1978,Krimi/Drama/Thriller/ivotopisnı,"Velká Británie, USA",Alan Parker,8.5,7.6,www.csfd.cz/film/7120-pulnocni-expres/,www.imdb.com/title/tt0077928/,0.9
"Parker, Alan",Sláva,Fame ,1980,Drama/Hudební,USA,Alan Parker,7.9,6.4,www.csfd.cz/film/7117-slava/,www.imdb.com/title/tt0080716/,1.5
"Parker, Alan",Pink Floyd: The Wall,Pink Floyd The Wall ,1982,Drama/Hudební,Velká Británie,Alan Parker,8.7,7.8,www.csfd.cz/film/7123-pink-floyd-the-wall/,www.imdb.com/title/tt0084503/,0.899999999999999
"Parker, Alan",Støílejte na mìsíc,Shoot the Moon ,1982,Drama,USA,Alan Parker,8.6,6.8,www.csfd.cz/film/7125-strilejte-na-mesic/,www.imdb.com/title/tt0084675/,1.8
"Parker, Alan",Køídla,Birdy ,1984,Drama/Váleènı/Psychologickı,USA,Alan Parker,8.2,7.1,www.csfd.cz/film/7111-kridla/,www.imdb.com/title/tt0086969/,1.1
"Parker, Alan",Angel Heart,Angel Heart ,1987,Mysteriózní/Thriller/Horor,"USA, Kanada, Velká Británie",Alan Parker,8.1,7.3,www.csfd.cz/film/7109-angel-heart/,www.imdb.com/title/tt0092563/,0.8
"Parker, Alan",Hoøící Mississippi,Mississippi Burning ,1988,Krimi/Drama/Thriller,USA,Alan Parker,8.5,7.8,www.csfd.cz/film/7121-horici-mississippi/,www.imdb.com/title/tt0095647/,0.7
"Parker, Alan",Navštivte ráj,Come See the Paradise ,1990,Drama/Romantickı/Historickı,USA,Alan Parker,7,6.5,www.csfd.cz/film/7113-navstivte-raj/,www.imdb.com/title/tt0099291/,0.5
"Parker, Alan","Commitments, The","Commitments, The ",1991,Komedie/Drama/Hudební,"Irsko, Velká Británie, USA",Alan Parker,8.1,7.4,www.csfd.cz/film/7114-commitments-the/,www.imdb.com/title/tt0101605/,0.699999999999999
"Parker, Alan",Vítejte ve Wellville,"Road to Wellville, The ",1994,Komedie/Historickı,USA,Alan Parker,6.9,5.5,www.csfd.cz/film/7124-vitejte-ve-wellville/,www.imdb.com/title/tt0111001/,1.4
"Parker, Alan",Evita,Evita ,1996,Drama/Muzikál/ivotopisnı,USA,Alan Parker,7.2,6.1,www.csfd.cz/film/7116-evita/,www.imdb.com/title/tt0116250/,1.1
"Parker, Alan",Andìlin popel,Angela's Ashes ,1999,Drama,"USA, Irsko",Alan Parker,7.5,7.1,www.csfd.cz/film/7110-andelin-popel/,www.imdb.com/title/tt0145653/,0.4
"Parker, Alan",ivot Davida Galea,"Life of David Gale, The ",2003,Drama/Krimi/Thriller,"USA, Nìmecko",Alan Parker,8.2,7.4,www.csfd.cz/film/7119-zivot-davida-galea/,www.imdb.com/title/tt0289992/,0.799999999999999
"Wachovski, Andy/Lana",Past,Bound ,1996,Krimi/Thriller/Romantickı,USA,"Lana Wachowski, Andy Wachowski",7.7,7.4,www.csfd.cz/film/9496-past/,www.imdb.com/title/tt0115736/,0.3
"Wachovski, Andy/Lana",Matrix,"Matrix, The ",1999,Akèní/Sci-Fi,"USA, Austrálie","Andy Wachowski, Lana Wachowski",9,8.7,www.csfd.cz/film/9499-matrix/,www.imdb.com/title/tt0133093/,0.300000000000001
"Wachovski, Andy/Lana",Matrix Reloaded,"Matrix Reloaded, The ",2003,Akèní/Sci-Fi,"USA, Austrálie","Andy Wachowski, Lana Wachowski",7.7,7.1,www.csfd.cz/film/9497-matrix-reloaded/,www.imdb.com/title/tt0234215/,0.600000000000001
"Wachovski, Andy/Lana",Matrix Revolutions,"Matrix Revolutions, The ",2003,Akèní/Sci-Fi,"USA, Austrálie","Andy Wachowski, Lana Wachowski",7.2,6.6,www.csfd.cz/film/9498-matrix-revolutions/,www.imdb.com/title/tt0242653/,0.600000000000001
"Wachovski, Andy/Lana",Atlas mrakù,Cloud Atlas ,2012,Drama/Mysteriózní/Sci-Fi/Psychologickı,"Nìmecko, USA, Hong Kong, Singapur","Tom Tykwer, Andy Wachowski",8,7.6,www.csfd.cz/film/290326-atlas-mraku/,www.imdb.com/title/tt1371111/,0.4
"Scorsese, Martin",Kdo to klepe na moje dveøe,Who's That Knocking at My Door? ,1967,Drama,USA,Martin Scorsese,7.4,6.7,www.csfd.cz/film/8263-kdo-to-klepe-na-moje-dvere/,www.imdb.com/title/tt0063803/,0.7
"Scorsese, Martin",Bertha z dobytèáku,Boxcar Bertha ,1972,Drama/Romantickı/Krimi/Road movie,USA,Martin Scorsese,6.4,6.1,www.csfd.cz/film/8239-bertha-z-dobytcaku/,www.imdb.com/title/tt0068309/,0.300000000000001
"Scorsese, Martin",Špinavé ulice,Mean Streets ,1973,Krimi/Drama,USA,Martin Scorsese,7.4,7.5,www.csfd.cz/film/8254-spinave-ulice/,www.imdb.com/title/tt0070379/,-0.0999999999999996
"Scorsese, Martin",Alice u tu nebydlí,Alice Doesn't Live Here Anymore ,1974,Drama/Romantickı/Road movie,USA,Martin Scorsese,7.7,7.4,www.csfd.cz/film/8234-alice-uz-tu-nebydli/,www.imdb.com/title/tt0071115/,0.3
"Scorsese, Martin",Taxikáø,Taxi Driver ,1976,Drama/Thriller/Krimi,USA,Martin Scorsese,8.5,8.5,www.csfd.cz/film/8260-taxikar/,www.imdb.com/title/tt0075314/,0
"Scorsese, Martin","New York, New York","New York, New York ",1977,Muzikál/Drama,USA,Martin Scorsese,7.6,6.5,www.csfd.cz/film/8256-new-york-new-york/,www.imdb.com/title/tt0076451/,1.1
"Scorsese, Martin",Zuøící bık,Raging Bull ,1980,Drama/Sportovní/ivotopisnı,USA,Martin Scorsese,8.6,8.3,www.csfd.cz/film/8258-zurici-byk/,www.imdb.com/title/tt0081398/,0.299999999999999
"Scorsese, Martin",Král komedie,"King of Comedy, The ",1982,Komedie/Drama/Krimi,USA,Martin Scorsese,7.9,7.7,www.csfd.cz/film/8249-kral-komedie/,www.imdb.com/title/tt0085794/,0.2
"Scorsese, Martin",Po zavírací dobì,After Hours ,1985,Komedie/Drama/Thriller,USA,Martin Scorsese,7.8,7.6,www.csfd.cz/film/8232-po-zaviraci-dobe/,www.imdb.com/title/tt0088680/,0.2
"Scorsese, Martin",Barva penìz,"Color of Money, The ",1986,Drama/Sportovní,USA,Martin Scorsese,7.5,6.9,www.csfd.cz/film/8243-barva-penez/,www.imdb.com/title/tt0090863/,0.6
"Scorsese, Martin",Poslední pokušení Krista,"Last Temptation of Christ, The ",1988,Drama,"USA, Kanada",Martin Scorsese,8.5,7.5,www.csfd.cz/film/8251-posledni-pokuseni-krista/,www.imdb.com/title/tt0095497/,1
"Scorsese, Martin",Povídky z New Yorku,New York Stories ,1989,Komedie/Drama/Povídkovı,USA,"Martin Scorsese, Woody Allen",7,6.2,www.csfd.cz/film/48-povidky-z-new-yorku/,www.imdb.com/title/tt0097965/,0.8
"Scorsese, Martin",Mafiáni,Goodfellas ,1990,Krimi/Drama/Thriller/ivotopisnı,USA,Martin Scorsese,8.8,8.8,www.csfd.cz/film/8246-mafiani/,www.imdb.com/title/tt0099685/,0
"Scorsese, Martin",Mys hrùzy,Cape Fear ,1991,Krimi/Thriller/Drama,USA,Martin Scorsese,8.1,7.3,www.csfd.cz/film/8241-mys-hruzy/,www.imdb.com/title/tt0101540/,0.8
"Scorsese, Martin",Vìk nevinnosti,"Age of Innocence, The ",1993,Drama/Romantickı,USA,Martin Scorsese,7.5,7.2,www.csfd.cz/film/8233-vek-nevinnosti/,www.imdb.com/title/tt0106226/,0.3
"Scorsese, Martin",Casino,Casino ,1995,ivotopisnı/Krimi/Drama,"USA, Francie",Martin Scorsese,8.9,8.2,www.csfd.cz/film/8242-casino/,www.imdb.com/title/tt0112641/,0.700000000000001
"Scorsese, Martin",Kundun,Kundun ,1997,Drama/ivotopisnı/Historickı/Váleènı,USA,Martin Scorsese,8.4,6.9,www.csfd.cz/film/8250-kundun/,www.imdb.com/title/tt0119485/,1.5
"Scorsese, Martin",Poèítání mrtvıch,Bringing Out the Dead ,1999,Drama/Thriller,USA,Martin Scorsese,7,6.8,www.csfd.cz/film/8240-pocitani-mrtvych/,www.imdb.com/title/tt0163988/,0.2
"Scorsese, Martin",Gangy New Yorku,Gangs of New York ,2002,Krimi/Drama/Historickı,"USA, Itálie",Martin Scorsese,7.4,7.5,www.csfd.cz/film/8245-gangy-new-yorku/,www.imdb.com/title/tt0217505/,-0.0999999999999996
"Scorsese, Martin",Letec,"Aviator, The ",2004,Drama/ivotopisnı,"USA, Nìmecko",Martin Scorsese,7.3,7.5,www.csfd.cz/film/71530-letec/,www.imdb.com/title/tt0338751/,-0.2
"Scorsese, Martin",Skrytá identita,"Departed, The ",2006,Krimi/Drama/Thriller,"USA, Hong Kong",Martin Scorsese,8.5,8.5,www.csfd.cz/film/221020-skryta-identita/,www.imdb.com/title/tt0407887/,0
"Scorsese, Martin",Dopis Eliovi,"Letter to Elia, A ",2010,Dokumentární,USA,"Martin Scorsese, Kent Jones",8.7,7.4,www.csfd.cz/film/289979-dopis-eliovi/,www.imdb.com/title/tt0808245/,1.3
"Scorsese, Martin",Prokletı ostrov,Shutter Island ,2010,Drama/Thriller/Mysteriózní,USA,Martin Scorsese,8.7,8,www.csfd.cz/film/235492-proklety-ostrov/,www.imdb.com/title/tt1130884/,0.699999999999999
"Scorsese, Martin",George Harrison: Living in the Material World,George Harrison: Living in the Material World ,2011,Dokumentární/ivotopisnı,USA,Martin Scorsese,8.4,7.9,www.csfd.cz/film/278675-george-harrison-living-in-the-material-world/,www.imdb.com/title/tt1113829/,0.5
"Scorsese, Martin",Hugo a jeho velkı objev,Hugo ,2011,Dobrodrunı/Drama/Mysteriózní/Rodinnı,USA,Martin Scorsese,7.4,7.6,www.csfd.cz/film/242004-hugo-a-jeho-velky-objev/,www.imdb.com/title/tt0970179/,-0.199999999999999
"Aronofsky, Darren",Pí,Pi ,1998,Thriller/Sci-Fi/Drama,USA,Darren Aronofsky,7.8,7.5,www.csfd.cz/film/35661-pi/,www.imdb.com/title/tt0138704/,0.3
"Aronofsky, Darren",Requiem za sen,Requiem for a Dream ,2000,Drama,USA,Darren Aronofsky,8.8,8.4,www.csfd.cz/film/14317-requiem-za-sen/,www.imdb.com/title/tt0180093/,0.4
"Aronofsky, Darren",Fontána,"Fountain, The ",2006,Drama/Romantickı/Sci-Fi,USA,Darren Aronofsky,7.9,7.3,www.csfd.cz/film/116226-fontana/,www.imdb.com/title/tt0414993/,0.600000000000001
"Aronofsky, Darren",Wrestler,"Wrestler, The ",2008,Drama/Sportovní/Romantickı,"USA, Francie",Darren Aronofsky,8.1,8,www.csfd.cz/film/235508-wrestler/,www.imdb.com/title/tt1125849/,0.0999999999999996
"Aronofsky, Darren",Èerná labu,Black Swan ,2010,Drama/Thriller/Mysteriózní/Psychologickı,USA,Darren Aronofsky,8.2,8.1,www.csfd.cz/film/229692-cerna-labut/,www.imdb.com/title/tt0947798/,0.0999999999999996
"Jarmusch, Jim",Trvalá dovolená,Permanent Vacation ,1980,Drama,USA,Jim Jarmusch,6.9,6.1,www.csfd.cz/film/4748-trvala-dovolena/,www.imdb.com/title/tt0084488/,0.800000000000001
"Jarmusch, Jim",Podivnìjší ne ráj,Stranger Than Paradise ,1984,Komedie/Drama/Road movie,"USA, Západní Nìmecko",Jim Jarmusch,7.9,7.5,www.csfd.cz/film/4749-podivnejsi-nez-raj/,www.imdb.com/title/tt0088184/,0.4
"Jarmusch, Jim",Mimo zákon,Down by Law ,1986,Komedie/Drama,"USA, Západní Nìmecko",Jim Jarmusch,8.4,7.7,www.csfd.cz/film/4743-mimo-zakon/,www.imdb.com/title/tt0090967/,0.7
"Jarmusch, Jim",Tajuplnı vlak,Mystery Train ,1989,Komedie/Krimi/Drama/Povídkovı,"USA, Japonsko",Jim Jarmusch,8,7.4,www.csfd.cz/film/4745-tajuplny-vlak/,www.imdb.com/title/tt0097940/,0.6
"Jarmusch, Jim",Noc na Zemi,Night on Earth ,1991,Komedie/Drama/Povídkovı,"Francie, Nìmecko, Japonsko, Velká Británie",Jim Jarmusch,8.5,7.6,www.csfd.cz/film/4747-noc-na-zemi/,www.imdb.com/title/tt0102536/,0.9
"Jarmusch, Jim",Mrtvı mu,Dead Man ,1995,Western/Drama/Fantasy,"USA, Nìmecko, Japonsko",Jim Jarmusch,8.5,7.6,www.csfd.cz/film/4742-mrtvy-muz/,www.imdb.com/title/tt0112817/,0.9
"Jarmusch, Jim",Rok konì,Year of the Horse ,1997,Dokumentární/Muzikál,USA,Jim Jarmusch,6.8,6.4,www.csfd.cz/film/42817-rok-kone/,www.imdb.com/title/tt0120539/,0.399999999999999
"Jarmusch, Jim",Ghost Dog - Cesta samuraje,Ghost Dog: The Way of the Samurai ,1999,Akèní/Krimi/Drama,"Francie, Nìmecko, Japonsko, USA",Jim Jarmusch,8.4,7.5,www.csfd.cz/film/4744-ghost-dog-cesta-samuraje/,www.imdb.com/title/tt0165798/,0.9
"Jarmusch, Jim",Kafe a cigára,Coffee and Cigarettes ,2003,Komedie/Drama/Povídkovı,USA,Jim Jarmusch,7.6,6.9,www.csfd.cz/film/162853-kafe-a-cigara/,www.imdb.com/title/tt0379217/,0.699999999999999
"Jarmusch, Jim",Zlomené kvìtiny,Broken Flowers ,2005,Komedie/Drama/Mysteriózní/Road movie,USA,Jim Jarmusch,7.8,7.2,www.csfd.cz/film/205756-zlomene-kvetiny/,www.imdb.com/title/tt0412019/,0.6
"Spielberg, Steven",Sugarlandskı expres,"Sugarland Express, The ",1974,Dobrodrunı/Krimi/Drama/Road movie,USA,Steven Spielberg,7.1,6.8,www.csfd.cz/film/8657-sugarlandsky-expres/,www.imdb.com/title/tt0072226/,0.3
"Spielberg, Steven",Èelisti,Jaws ,1975,Thriller/Horor,USA,Steven Spielberg,8.5,8.2,www.csfd.cz/film/8643-celisti/,www.imdb.com/title/tt0073195/,0.300000000000001
"Spielberg, Steven",Blízká setkání tøetího druhu,Close Encounters of the Third Kind ,1977,Sci-Fi/Drama,USA,Steven Spielberg,8.2,7.7,www.csfd.cz/film/8631-blizka-setkani-tretiho-druhu/,www.imdb.com/title/tt0075860/,0.499999999999999
"Spielberg, Steven",1941,1941,1979,Komedie/Váleènı,USA,Steven Spielberg,5.8,5.7,www.csfd.cz/film/8624-1941/,www.imdb.com/title/tt0078723/,0.0999999999999996
"Spielberg, Steven",Dobyvatelé ztracené archy,Raiders of the Lost Ark ,1981,Dobrodrunı/Akèní,USA,Steven Spielberg,9,8.6,www.csfd.cz/film/8650-dobyvatele-ztracene-archy/,www.imdb.com/title/tt0082971/,0.4
"Spielberg, Steven",E.T. - Mimozemšan,E.T.: The Extra-Terrestrial ,1982,Rodinnı/Sci-Fi/Dobrodrunı/Drama,USA,Steven Spielberg,8.3,7.9,www.csfd.cz/film/8635-e-t-mimozemstan/,www.imdb.com/title/tt0083866/,0.4
"Spielberg, Steven",Indiana Jones a Chrám zkázy,Indiana Jones and the Temple of Doom ,1984,Dobrodrunı/Akèní,USA,Steven Spielberg,8.3,7.6,www.csfd.cz/film/8642-indiana-jones-a-chram-zkazy/,www.imdb.com/title/tt0087469/,0.700000000000001
"Spielberg, Steven",Purpurová barva,"Color Purple, The ",1985,Drama,USA,Steven Spielberg,8.4,7.6,www.csfd.cz/film/8632-purpurova-barva/,www.imdb.com/title/tt0088939/,0.800000000000001
"Spielberg, Steven",Øíše slunce,Empire of the Sun ,1987,Drama/Váleènı,USA,Steven Spielberg,8.1,7.7,www.csfd.cz/film/8636-rise-slunce/,www.imdb.com/title/tt0092965/,0.399999999999999
"Spielberg, Steven",Indiana Jones a Poslední køíová vıprava,Indiana Jones and the Last Crusade ,1989,Dobrodrunı/Akèní,USA,Steven Spielberg,9,8.3,www.csfd.cz/film/8641-indiana-jones-a-posledni-krizova-vyprava/,www.imdb.com/title/tt0097576/,0.699999999999999
